,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
220,220,220,220,220,220,220,220,220,41934,64.000,129,1,0,1,2,1,1,1,1,3,2,5,4,4,1,13,9.0
221,221,221,221,221,221,221,221,221,25381,67.000,591,2,4,2,3,5,2,3,5,4,4,4,3,5,5,0,0.0
222,222,222,222,222,222,222,222,222,14757,62.000,3692,2,2,4,2,3,4,2,4,4,4,4,1,4,2,0,0.0
223,223,223,223,223,223,223,223,223,94013,57.000,1859,1,1,1,1,2,5,5,4,4,4,4,5,4,5,16,15.0
224,224,224,224,224,224,224,224,224,80107,27.000,986,2,1,1,3,1,2,1,1,1,5,1,1,3,1,24,32.0
225,225,225,225,225,225,225,225,225,23590,25.000,1024,1,1,1,3,5,1,5,5,1,4,4,1,4,5,13,11.0
226,226,226,226,226,226,226,226,226,110384,52.000,919,3,4,4,4,3,2,2,3,3,3,3,1,3,1,85,72.0
227,227,227,227,227,227,227,227,227,15069,45.000,576,4,2,2,2,3,1,3,4,4,4,4,5,4,2,0,0.0
228,228,228,228,228,228,228,228,228,17128,23.000,423,3,3,3,3,1,3,1,1,2,2,3,3,3,1,6,13.0
229,229,229,229,229,229,229,229,229,54060,55.000,1416,5,2,2,2,5,5,5,5,4,3,5,2,5,5,1,0.0
230,230,230,230,230,230,230,230,230,129240,53.000,1464,3,2,2,2,5,4,4,3,3,3,3,3,3,3,0,0.0
231,231,231,231,231,231,231,231,231,97165,9.000,715,4,4,4,3,1,4,1,1,5,4,4,4,4,1,11,4.0
232,232,232,232,232,232,232,232,232,111696,33.000,541,2,2,3,2,4,4,4,4,5,2,5,3,4,4,86,85.0
233,233,233,233,233,233,233,233,233,1887,64.000,293,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,0.0
234,234,234,234,234,234,234,234,234,89086,8.000,2092,2,3,3,3,4,2,4,4,4,3,3,3,3,4,26,23.0
235,235,235,235,235,235,235,235,235,35485,34.000,1053,4,4,4,1,3,4,3,3,3,2,5,3,5,3,34,15.0
236,236,236,236,236,236,236,236,236,35719,59.000,2521,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2.0
237,237,237,237,237,237,237,237,237,85669,13.000,2544,3,1,3,3,3,3,3,3,4,3,4,3,3,3,0,0.0
238,238,238,238,238,238,238,238,238,1137,44.000,158,4,4,4,2,2,4,2,2,2,5,1,4,5,2,0,0.0
239,239,239,239,239,239,239,239,239,8358,54.000,1741,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0
240,240,240,240,240,240,240,240,240,17217,36.000,2651,4,4,4,4,3,4,4,5,5,5,5,5,5,3,10,0.0
241,241,241,241,241,241,241,241,241,44847,11.000,760,3,5,3,1,5,3,5,5,3,5,5,4,4,5,102,88.0
242,242,242,242,242,242,242,242,242,96673,32.000,1036,1,5,1,2,5,1,5,5,5,5,5,5,4,5,12,9.0
243,243,243,243,243,243,243,243,243,80152,42.000,2586,1,3,3,3,1,1,1,3,5,2,3,1,4,1,0,0.0
244,244,244,244,244,244,244,244,244,82277,27.000,1081,1,1,1,4,2,1,2,2,1,5,3,3,1,2,4,0.0
245,245,245,245,245,245,245,245,245,123927,33.000,646,2,4,2,3,3,2,3,3,4,1,3,2,5,3,1,0.0
246,246,246,246,246,246,246,246,246,115766,28.000,308,1,3,3,3,1,1,1,1,3,3,3,3,3,1,0,0.0
247,247,247,247,247,247,247,247,247,21134,44.000,227,4,5,0,1,2,0,2,2,3,4,4,5,5,2,0,0.0
248,248,248,248,248,248,248,248,248,112062,49.000,1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28.0
249,249,249,249,249,249,249,249,249,28643,59.000,2176,2,3,2,2,3,5,2,5,5,5,5,4,5,4,5,0.0
250,250,250,250,250,250,250,250,250,108010,20.000,271,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,0.0
251,251,251,251,251,251,251,251,251,92145,46.000,1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0.0
252,252,252,252,252,252,252,252,252,115846,36.000,325,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,0.0
253,253,253,253,253,253,253,253,253,99685,62.000,3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16.0
254,254,254,254,254,254,254,254,254,112072,59.000,1491,3,3,3,3,2,4,4,3,3,2,3,4,3,3,15,14.0
255,255,255,255,255,255,255,255,255,119226,29.000,331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0.0
256,256,256,256,256,256,256,256,256,115925,41.000,371,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,30.0
257,257,257,257,257,257,257,257,257,106552,7.000,727,1,5,1,3,4,1,4,4,4,1,1,5,4,4,0,0.0
258,258,258,258,258,258,258,258,258,25126,65.000,1249,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,44.0
259,259,259,259,259,259,259,259,259,33426,50.000,2614,2,2,2,2,5,4,4,2,4,4,2,4,2,4,0,9.0
260,260,260,260,260,260,260,260,260,125844,20.000,951,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,41.0
261,261,261,261,261,261,261,261,261,70328,58.000,2498,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,0.0
262,262,262,262,262,262,262,262,262,88847,45.000,545,2,5,2,2,4,1,1,2,2,2,4,4,2,3,14,20.0
263,263,263,263,263,263,263,263,263,108398,46.000,1838,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0,0.0
264,264,264,264,264,264,264,264,264,97316,43.000,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,7.0
265,265,265,265,265,265,265,265,265,124811,26.000,280,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,6.0
266,266,266,266,266,266,266,266,266,23012,41.000,641,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,0.0
267,267,267,267,267,267,267,267,267,18088,50.000,488,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,0.0
268,268,268,268,268,268,268,268,268,37982,38.000,1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0.0
269,269,269,269,269,269,269,269,269,31332,38.000,1062,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0.0
270,270,270,270,270,270,270,270,270,97455,55.000,2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3.0
271,271,271,271,271,271,271,271,271,28901,49.000,679,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,71.0
272,272,272,272,272,272,272,272,272,107606,33.000,423,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,5.0
273,273,273,273,273,273,273,273,273,53258,57.000,4817,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19.0
274,274,274,274,274,274,274,274,274,14292,35.000,3833,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,3.0
275,275,275,275,275,275,275,275,275,68232,40.000,2559,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0.0
276,276,276,276,276,276,276,276,276,51224,37.000,373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0.0
277,277,277,277,277,277,277,277,277,121386,52.000,2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79.0
278,278,278,278,278,278,278,278,278,31668,41.000,862,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0.0
279,279,279,279,279,279,279,279,279,24628,14.000,666,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,251.0
280,280,280,280,280,280,280,280,280,95876,32.000,759,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,0.0
281,281,281,281,281,281,281,281,281,62793,11.000,2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,151.0
282,282,282,282,282,282,282,282,282,83516,12.000,946,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0.0
283,283,283,283,283,283,283,283,283,13221,41.000,772,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,0.0
284,284,284,284,284,284,284,284,284,100404,45.000,1011,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,0.0
285,285,285,285,285,285,285,285,285,121453,21.000,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1.0
286,286,286,286,286,286,286,286,286,21454,31.000,164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0.0
287,287,287,287,287,287,287,287,287,15937,38.000,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17.0
288,288,288,288,288,288,288,288,288,70105,40.000,2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38.0
289,289,289,289,289,289,289,289,289,47540,13.000,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0.0
290,290,290,290,290,290,290,290,290,57561,44.000,1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5.0
291,291,291,291,291,291,291,291,291,124103,66.000,2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0.0
292,292,292,292,292,292,292,292,292,125736,30.000,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0.0
293,293,293,293,293,293,293,293,293,93362,44.000,1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0.0
294,294,294,294,294,294,294,294,294,95429,53.000,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0.0
295,295,295,295,295,295,295,295,295,106943,37.000,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12.0
296,296,296,296,296,296,296,296,296,100691,39.000,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30.0
297,297,297,297,297,297,297,297,297,119948,29.000,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0.0
298,298,298,298,298,298,298,298,298,15778,38.000,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65.0
299,299,299,299,299,299,299,299,299,68342,59.000,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0.0
300,300,300,300,300,300,300,300,300,24665,19.000,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65.0
301,301,301,301,301,301,301,301,301,81029,39.000,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4.0
302,302,302,302,302,302,302,302,302,70371,22.000,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10.0
303,303,303,303,303,303,303,303,303,1386,50.000,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10.0
304,304,304,304,304,304,304,304,304,35225,22.000,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62.0
305,305,305,305,305,305,305,305,305,86204,56.000,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1.0
306,306,306,306,306,306,306,306,306,126370,39.000,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0.0
307,307,307,307,307,307,307,307,307,116184,29.000,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0.0
308,308,308,308,308,308,308,308,308,89613,42.000,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0.0
309,309,309,309,309,309,309,309,309,99020,56.000,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21.0
310,310,310,310,310,310,310,310,310,18463,27.000,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1.0
311,311,311,311,311,311,311,311,311,96637,21.000,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0.0
312,312,312,312,312,312,312,312,312,114678,42.000,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17.0
313,313,313,313,313,313,313,313,313,97639,48.000,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68.0
314,314,314,314,314,314,314,314,314,75061,53.000,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0.0
315,315,315,315,315,315,315,315,315,51744,64.000,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0.0
316,316,316,316,316,316,316,316,316,44413,49.000,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0.0
317,317,317,317,317,317,317,317,317,2389,49.000,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4.0
318,318,318,318,318,318,318,318,318,105062,23.000,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0.0
319,319,319,319,319,319,319,319,319,91464,50.000,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29.0
320,320,320,320,320,320,320,320,320,55721,51.000,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0.0
321,321,321,321,321,321,321,321,321,65726,34.000,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0.0
322,322,322,322,322,322,322,322,322,8473,49.000,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40.0
323,323,323,323,323,323,323,323,323,13488,56.000,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4.0
324,324,324,324,324,324,324,324,324,58611,46.000,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24.0
325,325,325,325,325,325,325,325,325,39607,25.000,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0.0
326,326,326,326,326,326,326,326,326,41704,68.000,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0.0
327,327,327,327,327,327,327,327,327,126579,10.000,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93.0
328,328,328,328,328,328,328,328,328,44232,44.000,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0.0
329,329,329,329,329,329,329,329,329,44021,61.000,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0.0
330,330,330,330,330,330,330,330,330,67502,18.000,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1.0
331,331,331,331,331,331,331,331,331,19525,58.000,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0.0
332,332,332,332,332,332,332,332,332,110015,58.000,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41.0
333,333,333,333,333,333,333,333,333,30960,64.000,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5.0
334,334,334,334,334,334,334,334,334,2153,66.000,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0.0
335,335,335,335,335,335,335,335,335,115097,21.000,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12.0
336,336,336,336,336,336,336,336,336,63204,39.000,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0.0
337,337,337,337,337,337,337,337,337,113849,50.000,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232.0
338,338,338,338,338,338,338,338,338,95508,43.000,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11.0
339,339,339,339,339,339,339,339,339,112350,41.000,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0.0
340,340,340,340,340,340,340,340,340,20650,46.000,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0.0
341,341,341,341,341,341,341,341,341,65517,41.000,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6.0
342,342,342,342,342,342,342,342,342,116988,31.000,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0.0
343,343,343,343,343,343,343,343,343,116210,53.000,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13.0
344,344,344,344,344,344,344,344,344,15218,39.000,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0.0
345,345,345,345,345,345,345,345,345,35387,53.000,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156.0
346,346,346,346,346,346,346,346,346,20002,25.000,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4.0
347,347,347,347,347,347,347,347,347,102927,20.000,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14.0
348,348,348,348,348,348,348,348,348,92462,46.000,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0.0
349,349,349,349,349,349,349,349,349,70950,10.000,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0.0
350,350,350,350,350,350,350,350,350,76034,47.000,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0.0
351,351,351,351,351,351,351,351,351,97177,32.000,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0.0
352,352,352,352,352,352,352,352,352,51719,14.000,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12.0
353,353,353,353,353,353,353,353,353,129201,16.000,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0.0
354,354,354,354,354,354,354,354,354,35558,53.000,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0.0
355,355,355,355,355,355,355,355,355,109398,55.000,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0.0
356,356,356,356,356,356,356,356,356,65351,28.000,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0.0
357,357,357,357,357,357,357,357,357,102482,49.000,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0.0
358,358,358,358,358,358,358,358,358,17932,54.000,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0.0
359,359,359,359,359,359,359,359,359,122276,70.000,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0.0
360,360,360,360,360,360,360,360,360,57484,25.000,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19.0
361,361,361,361,361,361,361,361,361,121069,48.000,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0.0
362,362,362,362,362,362,362,362,362,41414,7.000,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0.0
363,363,363,363,363,363,363,363,363,49839,39.000,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5.0
364,364,364,364,364,364,364,364,364,48189,79.000,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0.0
365,365,365,365,365,365,365,365,365,82445,28.000,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0.0
366,366,366,366,366,366,366,366,366,108108,41.000,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38.0
367,367,367,367,367,367,367,367,367,63984,27.000,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32.0
368,368,368,368,368,368,368,368,368,105287,59.000,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1.0
369,369,369,369,369,369,369,369,369,9385,21.000,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117.0
370,370,370,370,370,370,370,370,370,25265,48.000,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0.0
371,371,371,371,371,371,371,371,371,119844,53.000,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0.0
372,372,372,372,372,372,372,372,372,33840,42.000,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0.0
373,373,373,373,373,373,373,373,373,81815,48.000,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27.0
374,374,374,374,374,374,374,374,374,83524,59.000,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0.0
375,375,375,375,375,375,375,375,375,78999,53.000,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0.0
376,376,376,376,376,376,376,376,376,46712,24.000,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94.0
377,377,377,377,377,377,377,377,377,41188,56.000,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29.0
378,378,378,378,378,378,378,378,378,5326,42.000,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14.0
379,379,379,379,379,379,379,379,379,80176,24.000,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0.0
380,380,380,380,380,380,380,380,380,46900,28.000,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0.0
381,381,381,381,381,381,381,381,381,89219,17.000,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0.0
382,382,382,382,382,382,382,382,382,17928,31.000,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0.0
383,383,383,383,383,383,383,383,383,55425,60.000,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0.0
384,384,384,384,384,384,384,384,384,88130,39.000,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16.0
385,385,385,385,385,385,385,385,385,48354,47.000,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26.0
386,386,386,386,386,386,386,386,386,105905,60.000,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16.0
387,387,387,387,387,387,387,387,387,60943,13.000,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0.0
388,388,388,388,388,388,388,388,388,101584,29.000,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51.0
389,389,389,389,389,389,389,389,389,71388,45.000,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0.0
390,390,390,390,390,390,390,390,390,77866,44.000,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0.0
391,391,391,391,391,391,391,391,391,49223,50.000,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11.0
392,392,392,392,392,392,392,392,392,106530,26.000,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93.0
393,393,393,393,393,393,393,393,393,28676,27.000,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0.0
394,394,394,394,394,394,394,394,394,39553,16.000,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0.0
395,395,395,395,395,395,395,395,395,109597,24.000,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0.0
396,396,396,396,396,396,396,396,396,62291,34.000,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0.0
397,397,397,397,397,397,397,397,397,40177,30.000,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0.0
398,398,398,398,398,398,398,398,398,33413,50.000,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0.0
399,399,399,399,399,399,399,399,399,127599,21.000,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,0.0
400,400,400,400,400,400,400,400,400,66723,61.000,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0.0
401,401,401,401,401,401,401,401,401,73698,32.000,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0.0
402,402,402,402,402,402,402,402,402,27641,22.000,937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0.0
403,403,403,403,403,403,403,403,403,83891,46.000,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,0.0
404,404,404,404,404,404,404,404,404,51662,15.000,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,8.0
405,405,405,405,405,405,405,405,405,19833,29.000,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,14.0
406,406,406,406,406,406,406,406,406,63416,12.000,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,88.0
407,407,407,407,407,407,407,407,407,7645,50.000,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17.0
408,408,408,408,408,408,408,408,408,86002,54.000,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,0.0
409,409,409,409,409,409,409,409,409,64457,69.000,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,3.0
410,410,410,410,410,410,410,410,410,109551,38.000,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0.0
411,411,411,411,411,411,411,411,411,86553,25.000,853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0.0
412,412,412,412,412,412,412,412,412,17491,26.000,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99.0
413,413,413,413,413,413,413,413,413,114667,53.000,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0.0
414,414,414,414,414,414,414,414,414,59149,47.000,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,55.0
415,415,415,415,415,415,415,415,415,74892,42.000,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0.0
416,416,416,416,416,416,416,416,416,15197,19.000,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121.0
417,417,417,417,417,417,417,417,417,6867,63.000,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11.0
418,418,418,418,418,418,418,418,418,111943,18.000,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0.0
419,419,419,419,419,419,419,419,419,46720,52.000,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0.0
420,420,420,420,420,420,420,420,420,67966,60.000,1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3.0
421,421,421,421,421,421,421,421,421,33341,38.000,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,0.0
422,422,422,422,422,422,422,422,422,50319,41.000,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0.0
423,423,423,423,423,423,423,423,423,82927,41.000,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0.0
424,424,424,424,424,424,424,424,424,14562,15.000,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6.0
425,425,425,425,425,425,425,425,425,108335,49.000,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117.0
426,426,426,426,426,426,426,426,426,97959,18.000,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71.0
427,427,427,427,427,427,427,427,427,1026,39.000,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0.0
428,428,428,428,428,428,428,428,428,26910,25.000,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0.0
429,429,429,429,429,429,429,429,429,14054,28.000,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0.0
430,430,430,430,430,430,430,430,430,109458,37.000,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0.0
431,431,431,431,431,431,431,431,431,51772,31.000,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75.0
432,432,432,432,432,432,432,432,432,15019,32.000,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63.0
433,433,433,433,433,433,433,433,433,23664,25.000,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5.0
434,434,434,434,434,434,434,434,434,6731,55.000,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0.0
435,435,435,435,435,435,435,435,435,57753,51.000,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75.0
436,436,436,436,436,436,436,436,436,29788,40.000,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0.0
437,437,437,437,437,437,437,437,437,28336,25.000,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0.0
438,438,438,438,438,438,438,438,438,2878,70.000,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14.0
439,439,439,439,439,439,439,439,439,81675,55.000,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11.0
440,440,440,440,440,440,440,440,440,50905,53.000,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,55.0
441,441,441,441,441,441,441,441,441,90850,73.000,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0.0
442,442,442,442,442,442,442,442,442,29340,32.000,859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0.0
443,443,443,443,443,443,443,443,443,68731,30.000,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0.0
